TIMESTAMP,CELL_ID,SHIP_TYPE1,AVG1_1,SHIP_TYPE2,AVG2,SHIP_TYPE3,AVG3,SHIP_TYPE4,AVG4
01/05/2015,G17,MILITARY_SHIP,0,PASSENGERS_SHIP,0,CARGO_SHIP,43.5,OTHER_SHIP,0
01/05/2015,I11,MILITARY_SHIP,0,PASSENGERS_SHIP,110.235,CARGO_SHIP,366.389,OTHER_SHIP,114.357
01/05/2015,G6,MILITARY_SHIP,0,PASSENGERS_SHIP,22.0,CARGO_SHIP,50.375,OTHER_SHIP,44.5
01/05/2015,J13,MILITARY_SHIP,0,PASSENGERS_SHIP,36.667,CARGO_SHIP,5.5,OTHER_SHIP,99.125
01/05/2015,D11,MILITARY_SHIP,0,PASSENGERS_SHIP,0,CARGO_SHIP,41.0,OTHER_SHIP,24.0
01/05/2015,E11,MILITARY_SHIP,0,PASSENGERS_SHIP,5.5,CARGO_SHIP,24.75,OTHER_SHIP,34.0
01/05/2015,H10,MILITARY_SHIP,0,PASSENGERS_SHIP,49.375,CARGO_SHIP,167.882,OTHER_SHIP,82.071
01/05/2015,I16,MILITARY_SHIP,0,PASSENGERS_SHIP,25.25,CARGO_SHIP,122.263,OTHER_SHIP,98.714
01/05/2015,D17,MILITARY_SHIP,0,PASSENGERS_SHIP,2.0,CARGO_SHIP,15.125,OTHER_SHIP,19.0
01/05/2015,E14,MILITARY_SHIP,0,PASSENGERS_SHIP,58.333,CARGO_SHIP,113.5,OTHER_SHIP,65.75
01/05/2015,I15,MILITARY_SHIP,0,PASSENGERS_SHIP,75.818,CARGO_SHIP,272.789,OTHER_SHIP,142.636
01/05/2015,H14,MILITARY_SHIP,0,PASSENGERS_SHIP,122.0,CARGO_SHIP,81.625,OTHER_SHIP,70.0
01/05/2015,G11,MILITARY_SHIP,0,PASSENGERS_SHIP,99.0,CARGO_SHIP,57.6,OTHER_SHIP,64.125
01/05/2015,D5,MILITARY_SHIP,0,PASSENGERS_SHIP,43.75,CARGO_SHIP,64.538,OTHER_SHIP,85.455
01/05/2015,G9,MILITARY_SHIP,0,PASSENGERS_SHIP,56.636,CARGO_SHIP,120.889,OTHER_SHIP,185.583
01/05/2015,E6,MILITARY_SHIP,0,PASSENGERS_SHIP,183.5,CARGO_SHIP,232.889,OTHER_SHIP,318.0
01/05/2015,H8,MILITARY_SHIP,0,PASSENGERS_SHIP,148.947,CARGO_SHIP,459.947,OTHER_SHIP,147.647
01/05/2015,I13,MILITARY_SHIP,0,PASSENGERS_SHIP,125.235,CARGO_SHIP,259.313,OTHER_SHIP,208.353
01/05/2015,H16,MILITARY_SHIP,0,PASSENGERS_SHIP,0,CARGO_SHIP,119.538,OTHER_SHIP,79.833
